avg_reward,success,std
186.0014544277286,1,2.0402493006589886
254.90991805613618,1,2.2310580296204767
60.37466483463537,0,1.3702854839626855
180.15087819425216,1,1.9910354369906127
131.76640365929399,1,1.7987990003769851
94.62946675764425,0,1.6131420784560988
150.40802738336205,1,1.8994665272326796
165.92204569786765,1,1.952841483625304
4.052526817516627,0,0.7911917478631176
127.62614719171633,1,1.7742836937755868
203.6484646311435,1,2.082816254793814
240.3846656955475,1,2.1878196172103967
-3.947822477375924,0,0.709144651784048
150.20819200047626,1,1.9021022035073907
275.72984106404874,1,2.2818787275841617
251.08211998643512,1,2.2157041709184706
-32.44633785843817,0,0.0647898224262967
195.67556133667551,1,2.0481634445080377
-29.107035929416767,0,0.06365367040175579
52.74435373493199,1,1.8558789014362949
239.12395957684123,1,2.1890101638155675
244.08611532171437,1,2.2037362161134673
244.8555846098464,1,2.2080314186872076
178.8409544012122,1,2.0248324672455413
244.64828821851216,1,2.211188964617983
-26.532441347509454,0,0.06162141144434284
64.193356336912,0,1.4110393424379988
206.9974858513734,1,2.0983047074559495
259.7813999845247,1,2.245290609953362
219.22265719785412,1,2.134503495624821
260.5344859221774,1,2.245697692342102
232.2097263523248,1,2.1571973726046187
251.7694275046357,1,2.216029096773526
115.66808603006349,1,1.7157087963390494
232.016069421303,1,2.155972995874474
275.2009073757287,1,2.2802339411020545
216.79435234354412,1,2.1424739184710675
124.8697833441991,1,1.775098198128922
264.44874756010154,1,2.2594214609108376
216.33315375582868,1,2.1156225233300585
194.62286625921064,1,2.051458335398663
135.9628327288547,1,1.8262631048720892
168.35068549344788,1,1.9559254669107853
215.80437092466155,1,2.146766909407057
-28.301222219414004,0,0.06624338547631906
115.16126853668911,1,1.726062846459987
106.63129694098726,1,1.666465734962925
221.92816593173754,1,2.1283480582286742
260.57797959195216,1,2.24284531201579
149.9756779808243,1,1.8982258998603612
-24.418170804239214,0,0.03717284737490077
285.68334883891964,1,2.3009156836868696
106.96187206221265,1,1.8625232949083437
232.6370377041144,1,2.157583543568725
192.02434136505667,1,2.026570081784667
272.2516723501077,1,2.2647191571972893
228.83217542209854,1,2.163321962525174
176.53283802202898,1,1.9690621012444158
149.74052371417918,1,1.861855449749484
-71.7797532747435,0,0.15460104347423592
-25.929617583111597,0,0.07557999788322516
241.45901515505034,1,2.2100694827550287
251.58127690618073,1,2.2140329880415073
206.7531914804623,1,2.1634544178161206
115.70578439955345,1,1.7238559151916633
180.35478237872735,1,1.991957775460756
-15.12316359913303,0,0.5091475420240382
276.66914612410665,1,2.2770832214975014
246.97900530120745,1,2.20186245953904
213.6429682187699,1,2.122491006553322
195.72648037268237,1,2.0751675279760704
265.262566257844,1,2.256593583240527
217.7034104340719,1,2.1104031563947574
191.0856251860992,1,2.0281895943037833
-15.242247762315861,0,0.5037025001243756
178.48269737323875,1,1.9958285456612463
188.1586116396218,1,2.0330748467101802
221.18985373981346,1,2.129162344992107
-26.39350286654586,0,0.041899236739102355
111.66435840129171,1,1.7292611925607002
96.01963472108022,1,1.6733743701067336
240.18000450178832,1,2.194500689020057
236.36481804481903,1,2.1745845808037894
-26.07379550110804,0,0.0404424743195021
265.93501127183697,1,2.254271984199821
162.7263844114908,1,1.9339014075860235
207.3797614894665,1,2.1057757761440072
284.39963782215733,1,2.302495939731086
293.99183027713786,1,2.328206094965976
228.50175778011658,1,2.1684496420697372
204.27603688187057,1,2.0822280259483894
187.92280042912324,1,2.033473132667176
172.49335864056042,1,1.9792416084905202
215.29570418610268,1,2.118648141737854
-8.026855825213168,0,0.618632296628254
250.88924941112936,1,2.21784661264566
215.3854838906256,1,2.1143083393499764
-28.7876464659126,0,0.06338296491972754
197.14986608669358,1,2.073245386252653
138.28596890521666,1,1.8541211232282717
