avg_reward,success,std
117.53258119521858,1,7.88260883631247
125.76897076437766,1,8.682939368800671
24.774641443093472,0,5.325535225952469
72.08919655848399,1,5.329124549366024
-1.0195656789715102,0,3.2576931175312325
74.01343906042818,1,5.260139973435119
106.4751636124782,1,5.735525148819422
121.52018869856892,1,8.767862643310368
129.09118618805456,1,5.111978106367815
46.69124569525651,0,6.386183163932417
-26.637311891351168,0,1.907278743850725
121.91982328570568,1,7.838542124754477
102.84740953345278,1,5.045397927155396
24.053028520024103,0,3.355339018034063
128.71835257502784,1,8.144897473456371
125.37784178055969,1,5.579852264203717
99.06952459267073,1,4.639825276471547
47.00239033885928,0,4.7709990272142635
78.4818435356313,1,4.337574944608969
122.01648776839721,1,7.029967964834134
122.62193815242414,1,3.877243416879821
96.0045728199907,1,6.842196826752338
50.47269978472637,0,5.0584596059664895
124.74261007508714,1,4.757746234893237
63.63698593245421,1,6.83812492395483
132.196467199367,1,7.89565574780888
100.46904427436957,1,5.738800741146509
124.92836956002581,1,5.547354655857388
128.98881471967002,1,6.155913635438566
71.26310477544627,1,5.712100636031057
70.18525132445967,1,5.040316310323951
107.07930850145168,1,5.9914828301676755
120.7828130723117,1,5.477995680477661
127.67262480994071,1,11.025226449255971
118.65967221367792,1,5.463758078323363
45.87038675439732,0,3.7692904955742828
98.78466058520921,1,6.78638200157692
127.18186452040797,1,8.079778764402528
49.126557754702205,0,3.7146965309865565
125.8813257221182,1,5.176707348594138
121.95303218181174,1,5.574979923106543
74.0314381189003,1,3.8508138341279294
2.2609285868339875,0,4.316247763802749
72.10687686025375,1,5.536097328550758
66.27238334061036,1,8.221699172214306
100.72897949731103,1,7.429293536042064
128.51479666876634,1,7.663608348023744
126.98597432282946,1,6.567646124069912
99.56942303742446,1,8.406919970049787
1.3224401660679206,0,3.3001224538399985
48.587770960556135,0,5.15294486234471
103.15009729830581,1,5.550908799381482
128.85590210652168,1,8.13025460127637
129.86699095062403,1,5.153402711484037
78.85230369264997,1,3.1172833996616673
69.2113259687678,1,5.951462140562517
47.734308824835765,0,3.293347133052244
70.76167670520509,1,5.962582597202209
128.62456037859,1,4.782028626343286
47.54221864040224,0,4.259068741288043
73.71735756931255,1,3.637408589606128
123.93235414958957,1,6.511313916251649
77.95669380149116,1,3.938828268158654
128.1628613211486,1,8.047446281187616
128.94768332924968,1,8.784140923751508
131.12479095935248,1,7.63910215045978
123.44100657064165,1,7.889329223654698
-5.191257893446615,0,2.588187119744741
127.52213283963381,1,7.017876974877538
127.26799346114541,1,4.817744230884916
78.91677790524754,1,5.297020515614153
101.92942548210938,1,5.791781059303646
131.82406312035755,1,5.571801652147769
132.58468319326238,1,6.552577957201444
-6.433206242292927,0,2.102989062425531
73.57203698111954,1,5.372314077224697
97.92546590790607,1,6.258944933379074
100.88606769959904,1,7.263951461122698
94.73821788438663,1,4.205732961850266
129.5343090827933,1,7.125461717876769
51.904315578282166,0,3.7907703465227938
130.3362802638349,1,8.74515217969038
123.26007363493362,1,6.529123865983889
122.85449022890266,1,6.811996502272907
119.61830247394978,1,4.817815601803442
75.2954373842496,1,4.448578372953689
126.36899825346973,1,8.07094661248417
122.05375542040908,1,4.74562851266936
127.37563969483263,1,5.211226530321498
126.97920415251373,1,8.539845702928009
0.565691464933817,0,2.9957129707215353
123.99052523825075,1,5.162741784400693
127.59367395113944,1,8.108210926168702
124.83912420774644,1,8.621634984304618
127.38317540631566,1,5.91213237765345
97.95761375354095,1,5.125485199854335
131.98127044671494,1,7.673852582506482
43.417424763002984,0,3.7806074285341635
127.81962528277575,1,9.619748590135076
102.79976419402533,1,4.61827766800267
