avg_reward,success,std
136.82572155667813,1,4.383520524782149
112.13628312287409,1,5.363621503879633
133.3290693764556,1,6.228678187540802
132.49531194997084,1,5.901956940730894
133.10964752526982,1,5.557921855234651
133.9316008306774,1,5.588086921804228
136.8974229750559,1,4.388431874905025
132.94314145302783,1,4.817744989643281
133.2030297558854,1,5.222042654099672
65.6882133388932,1,3.9986601535859574
113.32585541347534,1,3.675291715716986
136.1478972126619,1,3.9092501994218716
135.7009424520155,1,4.365840282809569
131.163171031825,1,5.208321183713827
134.92410679987398,1,5.586964594802437
133.39133150482633,1,4.814481557158443
-81.5327745837944,0,1.4349595715285013
133.18151473120548,1,3.9158024951865067
135.28740718777752,1,4.823039096471892
135.25408671498266,1,4.394295784335717
132.09663569165306,1,5.216930548704302
135.67018682914195,1,5.5660948605404625
132.54702744680006,1,4.375805597497158
133.83299766092603,1,5.569149543646238
134.30774178330583,1,5.210918063404054
82.24652862462192,1,4.4929273368187985
14.464837776021948,0,1.993935291237995
112.96744177700367,1,4.172616079824917
137.33007114948575,1,7.904669226502984
136.62814202727947,1,4.389659009777017
135.02377200498213,1,4.820873715527661
133.1373692902382,1,4.40089338734656
134.2049866355203,1,7.413969655340183
116.29571935792913,1,4.624268158727502
132.9742757369396,1,4.359040407633638
82.29778893827131,1,4.4783934118572795
135.20339251319817,1,7.671872145982298
134.59350223535918,1,3.890170240466868
133.57263713520106,1,5.216863574308068
132.2592130886783,1,5.924914681265537
135.31340185421433,1,6.224925649380424
134.00490314262305,1,3.9109530929788336
134.18552361797137,1,5.207575172601572
110.52573093317788,1,5.400449673430716
108.98544345122649,1,4.203280894787383
139.05799807638886,1,4.813690220600654
137.42200740998382,1,5.595245374603225
3.2291474020966042,0,2.568998885272062
138.54057750287288,1,4.3902744993491485
135.42996659573333,1,3.878821172081664
132.51729354421005,1,5.202431950420871
39.58160747701386,0,2.824901278246403
57.17070774171245,0,3.1857443819011393
135.76103443020455,1,5.156279880662328
136.64059639641818,1,6.557797890965093
133.60350163020445,1,4.385817489577522
135.83560624233797,1,4.782854303676718
134.7078015720491,1,3.8981784081838415
134.10455676704558,1,4.37910970591613
135.23694125980333,1,4.360074209835007
135.08603757266087,1,5.916341225638943
134.59682075429555,1,6.2640446245257575
135.2977872372286,1,7.1269133045143205
116.75097335097871,1,3.6663186591390224
111.16511063910866,1,4.194945821771272
110.6736556088985,1,3.6612167310515487
137.0102135775899,1,5.216262071241194
104.09013733668392,1,4.189991630299145
133.74810371435154,1,4.394653355945438
135.6671675720546,1,3.9153540513579537
137.18051205498605,1,5.569826778206151
134.8427433002728,1,4.383631927036976
133.19543407290536,1,4.826927938945243
133.9035634262654,1,5.558208807799535
80.0256014620586,1,4.286606296696879
135.53067705302774,1,4.820105849029781
133.53604193636264,1,6.181887157831347
134.42981118243034,1,5.491342268928375
131.76500145877677,1,4.80694826924564
132.27739657361664,1,5.494169942646626
136.65462461491822,1,7.6456771921783835
131.609894474525,1,6.071347233796718
136.48571180365204,1,5.219331708269174
134.58201839455973,1,5.579532663869178
134.63247691872112,1,6.244199336111719
134.07557486677578,1,4.387879189435079
135.2325347472331,1,3.9148858035669094
130.88890333772866,1,4.392180268653932
134.00326587951656,1,4.389011030617698
138.51259482836815,1,7.654095442904163
136.79167040225784,1,4.394062792994464
134.8048679707813,1,6.736797316369133
136.83931854154153,1,6.551580708412974
134.77593383598216,1,4.814543082384607
134.97852062218317,1,4.80735899764186
132.93525579954036,1,4.397403633379319
134.78865625233723,1,5.22168379500486
134.89138400100833,1,5.585432140569775
137.31358585338643,1,5.197450425112481
111.25971216083569,1,4.200706882805841
